Assigned to,animation_url,image,Moto Name,Top Chassis,Side Cart,Pattern,Color,Number Plate,Top Chassis is Correct?,Side Cart in Metadata is Correct?,Pattern # is Correct?,Color # is Correct?,Number Plate is Correct?,Any Other Animation Issues?,Any Other Image Issues?
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_T0PQ8M86R2M5S.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_T0PQ8M86R2M5S.jpeg,Moto,Hover,Side Cart,Pattern 10,Color 10,WW-302,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_SQV1OQ7GXGOF5.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_SQV1OQ7GXGOF5.jpeg,Moto,Hover,Side Cart,Pattern 14,Color 2,WW-303,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_V6HRW5FNQ7BWQ.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_V6HRW5FNQ7BWQ.jpeg,Moto,Hover,None,Pattern 11,Color 11,WW-304,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_1Y00BNYK5G67G.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_1Y00BNYK5G67G.jpeg,Moto,Hover,None,Pattern 7,Color 12,WW-305,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_970PSAWQX1XWS.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_970PSAWQX1XWS.jpeg,Moto,Hover,Side Cart,Pattern 10,Color 5,WW-306,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_FEG5RBSMQVFX9.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_FEG5RBSMQVFX9.jpeg,Moto,Hover,Side Cart,Pattern 13,Color 10,WW-307,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_42R758KQUMEYH.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_42R758KQUMEYH.jpeg,Moto,Hover,Side Cart,Pattern 12,Color 1,WW-308,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_35Y04LFK2M1SJ.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_35Y04LFK2M1SJ.jpeg,Moto,Hover,None,Pattern 10,Color 0,WW-309,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_43JHAPQ3JJ2ZD.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_43JHAPQ3JJ2ZD.jpeg,Moto,Hover,Side Cart,Pattern 11,Color 0,WW-310,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_LOC48WCVLAGK6.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_LOC48WCVLAGK6.jpeg,Moto,Hover,None,Pattern 10,Color 10,WW-311,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_6ORGXFYTLNHPR.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_6ORGXFYTLNHPR.jpeg,Moto,Hover,None,Pattern 4,Color 10,WW-312,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_FAKA9FUE3MIPW.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_FAKA9FUE3MIPW.jpeg,Moto,Hover,Side Cart,Pattern 11,Color 11,WW-313,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_XPBJAP3EGHGTY.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_XPBJAP3EGHGTY.jpeg,Moto,Hover,Side Cart,Pattern 11,Color 12,WW-314,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_QL69UBWFECU6U.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_QL69UBWFECU6U.jpeg,Moto,Hover,Side Cart,Pattern 1,Color 12,WW-315,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_2AXZ7XFUC9JBY.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_2AXZ7XFUC9JBY.jpeg,Moto,Hover,Side Cart,Pattern 10,Color 11,WW-316,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_WEOOGU8ZDAVSP.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_WEOOGU8ZDAVSP.jpeg,Moto,Hover,Side Cart,Pattern 11,Color 13,WW-317,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_VWKP7JX8361MB.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_VWKP7JX8361MB.jpeg,Moto,Hover,None,Pattern 6,Color 2,WW-318,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_PZP8LP7NEJY5U.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_PZP8LP7NEJY5U.jpeg,Moto,Hover,None,Pattern 12,Color 13,WW-319,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_CEZN1E6XNAF2U.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_CEZN1E6XNAF2U.jpeg,Moto,Hover,Side Cart,Pattern 10,Color 5,WW-320,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_ZWFF670MZLJEE.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_ZWFF670MZLJEE.jpeg,Moto,Hover,None,Pattern 11,Color 9,WW-321,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_9AKWQZWS2RFEH.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_9AKWQZWS2RFEH.jpeg,Moto,Hover,Side Cart,Pattern 12,Color 4,WW-322,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_ZY6ZZCTFR67AV.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_ZY6ZZCTFR67AV.jpeg,Moto,Hover,Side Cart,Pattern 12,Color 1,WW-323,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_3DDJATXVP6OAW.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_3DDJATXVP6OAW.jpeg,Moto,Hover,Side Cart,Pattern 11,Color 11,WW-324,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_O9DDQSGPFN1IZ.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_O9DDQSGPFN1IZ.jpeg,Moto,Hover,Side Cart,Pattern 13,Color 7,WW-325,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_4YTG7IPDDDY86.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_4YTG7IPDDDY86.jpeg,Moto,Hover,Side Cart,Pattern 10,Color 10,WW-326,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_0SRUL5ZOK18Q1.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_0SRUL5ZOK18Q1.jpeg,Moto,Hover,Side Cart,Pattern 10,Color 8,WW-327,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_HW8GRTUB290N1.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_HW8GRTUB290N1.jpeg,Moto,Hover,Side Cart,Pattern 10,Color 10,WW-328,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_FP2BAQ75QUR4X.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_FP2BAQ75QUR4X.jpeg,Moto,Hover,Side Cart,Pattern 13,Color 11,WW-329,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_3Y16VL5V36DB0.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_3Y16VL5V36DB0.jpeg,Moto,Hover,None,Pattern 11,Color 10,WW-330,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_N1OCM7CSMH7GY.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_N1OCM7CSMH7GY.jpeg,Moto,Hover,Side Cart,Pattern 7,Color 13,WW-331,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_KV3PI1XIFWORF.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_KV3PI1XIFWORF.jpeg,Moto,Hover,Side Cart,Pattern 10,Color 4,WW-332,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_210ARH2ZQFM3T.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_210ARH2ZQFM3T.jpeg,Moto,Hover,None,Pattern 11,Color 0,WW-333,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_LAE8HWHS86VE7.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_LAE8HWHS86VE7.jpeg,Moto,Hover,None,Pattern 10,Color 12,WW-334,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_WJQDWCNBBGY3M.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_WJQDWCNBBGY3M.jpeg,Moto,Hover,Side Cart,Pattern 9,Color 11,WW-335,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_GGI7NMLX0DFFU.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_GGI7NMLX0DFFU.jpeg,Moto,Hover,Side Cart,Pattern 13,Color 12,WW-336,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_MNBZFR37RNJVK.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_MNBZFR37RNJVK.jpeg,Moto,Hover,None,Pattern 10,Color 11,WW-337,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_6NDZ0SVYJ9EDO.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_6NDZ0SVYJ9EDO.jpeg,Moto,Hover,Side Cart,Pattern 13,Color 6,WW-338,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_IE4Z0LN2ZTPOP.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_IE4Z0LN2ZTPOP.jpeg,Moto,Hover,Side Cart,Pattern 13,Color 7,WW-339,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_GLGEUHHKVCA58.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_GLGEUHHKVCA58.jpeg,Moto,Hover,None,Pattern 11,Color 3,WW-340,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_DK48R5PPSH7MA.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_DK48R5PPSH7MA.jpeg,Moto,Hover,Side Cart,Pattern 10,Color 4,WW-341,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_QDJKWURCAWQYE.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_QDJKWURCAWQYE.jpeg,Moto,Hover,Side Cart,Pattern 8,Color 5,WW-342,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_B8BJ8L7KEIPKP.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_B8BJ8L7KEIPKP.jpeg,Moto,Hover,None,Pattern 12,Color 10,WW-343,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_HMUHIAQFUSONU.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_HMUHIAQFUSONU.jpeg,Moto,Hover,None,Pattern 11,Color 5,WW-344,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_6HAM7MQVZTDIW.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_6HAM7MQVZTDIW.jpeg,Moto,Hover,None,Pattern 11,Color 4,WW-345,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_MED1GI6C1FI07.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_MED1GI6C1FI07.jpeg,Moto,Hover,None,Pattern 3,Color 0,WW-346,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_CA6HFP09IEI87.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_CA6HFP09IEI87.jpeg,Moto,Hover,Side Cart,Pattern 13,Color 8,WW-347,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_5T9V24EGJVRGQ.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_5T9V24EGJVRGQ.jpeg,Moto,Hover,Side Cart,Pattern 10,Color 8,WW-348,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_02ZP3LH062WTK.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_02ZP3LH062WTK.jpeg,Moto,Hover,None,Pattern 10,Color 6,WW-349,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_D9PDU0GL37C6Z.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_D9PDU0GL37C6Z.jpeg,Moto,Hover,Side Cart,Pattern 12,Color 10,WW-350,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_7B9BRBIC9HM33.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_7B9BRBIC9HM33.jpeg,Moto,Hover,Side Cart,Pattern 10,Color 3,WW-351,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_93S12P4E8E2ED.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_93S12P4E8E2ED.jpeg,Moto,Hover,None,Pattern 11,Color 11,WW-352,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_8XXIY5RFA4Y9L.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_8XXIY5RFA4Y9L.jpeg,Moto,Hover,None,Pattern 10,Color 4,WW-353,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_96G9Y62T3ZRPY.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_96G9Y62T3ZRPY.jpeg,Moto,Hover,None,Pattern 11,Color 11,WW-354,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_6QS1OT9S49ABA.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_6QS1OT9S49ABA.jpeg,Moto,Hover,Side Cart,Pattern 11,Color 2,WW-355,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_AQ2TU4ACJ9ERS.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_AQ2TU4ACJ9ERS.jpeg,Moto,Hover,None,Pattern 6,Color 13,WW-356,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_KIJ13GDK9HQM1.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_KIJ13GDK9HQM1.jpeg,Moto,Hover,None,Pattern 13,Color 1,WW-357,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_02PARU8NG6M15.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_02PARU8NG6M15.jpeg,Moto,Hover,None,Pattern 11,Color 2,WW-358,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_UR0QUV2W3Y3HP.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_UR0QUV2W3Y3HP.jpeg,Moto,Hover,Side Cart,Pattern 13,Color 11,WW-359,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_TXGBQL3WDJLU8.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_TXGBQL3WDJLU8.jpeg,Moto,Hover,Side Cart,Pattern 12,Color 0,WW-360,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_O51A65RHUXFVD.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_O51A65RHUXFVD.jpeg,Moto,Hover,None,Pattern 11,Color 6,WW-361,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_WGUJEUA36MJG9.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_WGUJEUA36MJG9.jpeg,Moto,Hover,Side Cart,Pattern 8,Color 4,WW-362,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_OVJ8Y5OXAQGET.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_OVJ8Y5OXAQGET.jpeg,Moto,Hover,None,Pattern 12,Color 13,WW-363,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_DDPNZ8GQ1A3K1.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_DDPNZ8GQ1A3K1.jpeg,Moto,Hover,Side Cart,Pattern 6,Color 2,WW-364,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_AGXMVQYQPMZVU.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_AGXMVQYQPMZVU.jpeg,Moto,Hover,Side Cart,Pattern 13,Color 0,WW-365,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_ALP87N5814WMD.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_ALP87N5814WMD.jpeg,Moto,Hover,Side Cart,Pattern 12,Color 0,WW-366,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_HTMUQ5XEBRYZ2.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_HTMUQ5XEBRYZ2.jpeg,Moto,Hover,Side Cart,Pattern 6,Color 1,WW-367,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_HJBR98GOQVHTZ.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_HJBR98GOQVHTZ.jpeg,Moto,Hover,None,Pattern 12,Color 0,WW-368,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_A7HQ02OQH9AWY.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_A7HQ02OQH9AWY.jpeg,Moto,Hover,Side Cart,Pattern 10,Color 5,WW-369,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_RR5LKCQWHLZQ6.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_RR5LKCQWHLZQ6.jpeg,Moto,Hover,Side Cart,Pattern 10,Color 0,WW-370,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_3604AZKTK0E8R.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_3604AZKTK0E8R.jpeg,Moto,Hover,Side Cart,Pattern 12,Color 5,WW-371,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_IBG6XKPDLTBKG.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_IBG6XKPDLTBKG.jpeg,Moto,Hover,Side Cart,Pattern 13,Color 10,WW-372,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_PRNWZWYSHO68K.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_PRNWZWYSHO68K.jpeg,Moto,Hover,None,Pattern 12,Color 11,WW-373,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_YJR5QQR3Q6KUE.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_YJR5QQR3Q6KUE.jpeg,Moto,Hover,Side Cart,Pattern 10,Color 0,WW-374,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_N1DRECWZXAPKI.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_N1DRECWZXAPKI.jpeg,Moto,Hover,None,Pattern 12,Color 0,WW-375,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_VQRRDFOCX3HJ0.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_VQRRDFOCX3HJ0.jpeg,Moto,Hover,Side Cart,Pattern 13,Color 10,WW-376,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_4ZURICC90CI1I.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_4ZURICC90CI1I.jpeg,Moto,Hover,None,Pattern 11,Color 4,WW-377,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_S0XBZIK6EZMQP.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_S0XBZIK6EZMQP.jpeg,Moto,Hover,Side Cart,Pattern 13,Color 4,WW-378,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_WKN6F4HW7EF76.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_WKN6F4HW7EF76.jpeg,Moto,Hover,None,Pattern 13,Color 11,WW-379,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_3NB4D9NU4BFIO.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_3NB4D9NU4BFIO.jpeg,Moto,Hover,Side Cart,Pattern 12,Color 6,WW-380,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_CGFZN3ERHETQ2.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_CGFZN3ERHETQ2.jpeg,Moto,Hover,Side Cart,Pattern 13,Color 12,WW-381,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_GJ65QP9WQZE5U.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_GJ65QP9WQZE5U.jpeg,Moto,Hover,Side Cart,Pattern 10,Color 0,WW-382,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_VPYHXZ3X9A3B4.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_VPYHXZ3X9A3B4.jpeg,Moto,Hover,None,Pattern 10,Color 13,WW-383,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_N5VZ0OFJXNE7C.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_N5VZ0OFJXNE7C.jpeg,Moto,Hover,None,Pattern 2,Color 3,WW-384,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_BP68XSC6ECL7B.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_BP68XSC6ECL7B.jpeg,Moto,Hover,None,Pattern 10,Color 12,WW-385,,,,,,,
Misterbeans,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_U8972APQ5KWRL.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_U8972APQ5KWRL.jpeg,Moto,Hover,None,Pattern 1,Color 14,WW-386,,,,,,,
