Assigned to,animation_url,image,Moto Name,Top Chassis,Side Cart,Pattern,Color,Number Plate,Top Chassis is Correct?,Side Cart in Metadata is Correct?,Pattern # is Correct?,Color # is Correct?,Number Plate is Correct?,Any Other Animation Issues?,Any Other Image Issues?
Baus,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_RZ29BL791P5I9.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_RZ29BL791P5I9.jpeg,Moto,Wheeled,None,Pattern 1,Color 0,WW-501,Yes,,,,Yes,,
Baus,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_1GAUXXH6KZR4Y.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_1GAUXXH6KZR4Y.jpeg,Moto,Wheeled,None,Pattern 1,Color 0,WW-502,Yes,,,,Yes,,
Baus,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_RJF1ZJQBJ60OS.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_RJF1ZJQBJ60OS.jpeg,Moto,Wheeled,None,Pattern 4,Color 0,WW-503,Yes,,,,Yes,,
Baus,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_79RFQST5QM37N.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_79RFQST5QM37N.jpeg,Moto,Wheeled,None,Pattern 3,Color 5,WW-504,Yes,,,,Yes,,
Baus,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_O6U62OUTJNAGD.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_O6U62OUTJNAGD.jpeg,Moto,Wheeled,None,Pattern 4,Color 0,WW-505,Yes,,,,Yes,,
Baus,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_6NAC9TFV1RSI7.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_6NAC9TFV1RSI7.jpeg,Moto,Wheeled,None,Pattern 0,Color 1,WW-506,Yes,,,,Yes,,
Baus,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_ZRX3HM7KHZ4O9.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_ZRX3HM7KHZ4O9.jpeg,Moto,Wheeled,Side Cart,Pattern 0,Color 0,WW-507,Yes,,,,Yes,,
Baus,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_K02IP9FF54NZ3.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_K02IP9FF54NZ3.jpeg,Moto,Wheeled,None,Pattern 9,Color 1,WW-508,Yes,,,,Yes,bit off sideview exhaust/rear fender,
Baus,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_9VB0RAV2QAPP9.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_9VB0RAV2QAPP9.jpeg,Moto,Wheeled,None,Pattern 6,Color 6,WW-509,Yes,Yes,Yes,Yes,Yes,,
Baus,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_HGNZLYTL4I96S.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_HGNZLYTL4I96S.jpeg,Moto,Wheeled,None,Pattern 0,Color 9,WW-510,Yes,Yes,,,Yes,,
Baus,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_B7DNTXN5LMZVW.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_B7DNTXN5LMZVW.jpeg,Moto,Wheeled,None,Pattern 0,Color 0,WW-511,Yes,Yes,,,Yes,,
Baus,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_L5ZO6GFYQ9S8A.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_L5ZO6GFYQ9S8A.jpeg,Moto,Wheeled,None,Pattern 0,Color 2,WW-512,Yes,Yes,,,Yes,,
Baus,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_SC7UN4AQ2ALDO.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_SC7UN4AQ2ALDO.jpeg,Moto,Wheeled,None,Pattern 0,Color 3,WW-513,Yes,Yes,,,Yes,,
Baus,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_A37VMLB0AY5JE.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_A37VMLB0AY5JE.jpeg,Moto,Wheeled,None,Pattern 1,Color 1,WW-514,Yes,Yes,,,Yes,,
Baus,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_KKMMZ52XL0LL6.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_KKMMZ52XL0LL6.jpeg,Moto,Wheeled,None,Pattern 1,Color 1,WW-515,Yes,Yes,,,Yes,,
Baus,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Videos/Moto_TT1LGXR5OH4JB.mp4,https://wilder-moto-testing.s3.eu-central-1.amazonaws.com/Folder1/Moto_TT1LGXR5OH4JB.jpeg,Moto,Wheeled,None,Pattern 3,Color 0,WW-516,Yes,Yes,,,Yes,,
